prices,market_caps,total_volumes,timestamps,date
13461.63812408905,249473678797.0893,23581782268.63592,1604027224198,2020-10-30 03:07:04.198
13433.92916313873,248644683381.079,23660863130.51929,1604030953771,2020-10-30 04:09:13.771
13421.889507038735,248701814309.1608,23567840719.44988,1604034153325,2020-10-30 05:02:33.325
13220.85888841012,244977385508.9908,23679887157.007076,1604037752002,2020-10-30 06:02:32.002
13188.476712044743,244377765188.00284,24157992523.649624,1604042054921,2020-10-30 07:14:14.921
13280.29087689678,245399690562.35205,24553548258.294563,1604045746102,2020-10-30 08:15:46.102
13238.186706279588,245337495054.09018,24755141705.536026,1604048949545,2020-10-30 09:09:09.545
13278.262321108761,246015335380.18353,25097661217.941715,1604052029935,2020-10-30 10:00:29.935
13286.409559888349,246194418857.95224,25239950916.63915,1604055703761,2020-10-30 11:01:43.761
13307.63497121898,246789605587.10916,25106560523.752357,1604059958897,2020-10-30 12:12:38.897
13349.057114875446,246785789347.6666,24934558174.522663,1604062950759,2020-10-30 13:02:30.759
13298.79587951843,246425357767.88855,24716077849.08985,1604067157968,2020-10-30 14:12:37.968
13360.836967163385,247575133247.8843,24327808278.203915,1604070122050,2020-10-30 15:02:02.050
13559.593275753114,250545933087.97998,24721796682.7621,1604074187120,2020-10-30 16:09:47.120
13519.948671430237,250481773158.152,24337528794.696705,1604077789294,2020-10-30 17:09:49.294
13545.301024495386,250660704588.82516,24077521017.715324,1604081540068,2020-10-30 18:12:20.068
13521.80954004786,250559130777.08685,23892092231.41199,1604084539042,2020-10-30 19:02:19.042
13521.34393259155,250550922232.58334,23397651789.994877,1604088672834,2020-10-30 20:11:12.834
13625.658536938305,252368293344.82733,23556560990.20409,1604092241599,2020-10-30 21:10:41.599
13556.978866612784,251047798669.78723,23643213527.534836,1604095857167,2020-10-30 22:10:57.167
13559.888579752213,251231052041.45752,23567306186.419514,1604099350329,2020-10-30 23:09:10.329
13549.535568441297,250845436637.92026,23474577942.964386,1604102898152,2020-10-31 00:08:18.152
13631.83666501865,252045976886.15753,23259847667.0237,1604106540111,2020-10-31 01:09:00.111
13673.682882476225,253375558948.9115,22925214342.826942,1604110395832,2020-10-31 02:13:15.832
13583.232511691293,251699838506.1193,23035291531.83929,1604113386027,2020-10-31 03:03:06.027
13461.75608357247,249449369123.71667,22767029409.91685,1604117510111,2020-10-31 04:11:50.111
13493.419044060209,250036333787.2634,22805946941.659054,1604120560609,2020-10-31 05:02:40.609
13470.69189210753,249672892579.0368,22148751124.633274,1604124637470,2020-10-31 06:10:37.470
13591.283075713653,251398869099.97626,21867064509.283054,1604128008559,2020-10-31 07:06:48.559
13578.220876974527,251284265986.85245,21419100560.915527,1604131581905,2020-10-31 08:06:21.905
13744.69552881273,254157748851.5796,22059852043.686893,1604135401479,2020-10-31 09:10:01.479
13927.73252295053,258086106549.96942,22287291519.192417,1604138559526,2020-10-31 10:02:39.526
13797.785093120927,255961333555.44547,23840915541.58368,1604142031697,2020-10-31 11:00:31.697
13917.92602548896,256783786904.6923,24074772810.66759,1604145789426,2020-10-31 12:03:09.426
13873.651848313166,257211006737.22818,23996066234.266506,1604150065202,2020-10-31 13:14:25.202
