prices,market_caps,total_volumes,timestamps,date
0.024874162928831055,3094567156.9017873,6746586004.894588,1612040535807,2021-01-30 21:02:15.807
0.026815539812156845,3445740011.0247016,6848973894.473192,1612044624891,2021-01-30 22:10:24.891
0.03126710564868802,3973957794.3551373,7705396755.996145,1612048200170,2021-01-30 23:10:00.170
0.02758457485802758,3654877536.8188677,7223790097.127099,1612051994339,2021-01-31 00:13:14.339
0.029143759134113503,3752688804.078975,7377700738.367684,1612056999834,2021-01-31 01:36:39.834
0.029494581533758637,3780153082.7457333,7426218556.409915,1612058698750,2021-01-31 02:04:58.750
0.029169170954256207,3738447056.0351577,7241646479.152733,1612062124410,2021-01-31 03:02:04.410
0.027903534976453502,3586186360.48224,6642750328.06538,1612065703816,2021-01-31 04:01:43.816
0.027434384193486497,3501661854.9744,6093992685.294155,1612069693718,2021-01-31 05:08:13.718
0.02837097697385929,3617875535.509641,6026029680.06878,1612073103227,2021-01-31 06:05:03.227
0.02941302996878712,3770110905.746257,5990037653.300176,1612076629170,2021-01-31 07:03:49.170
0.02813298918596444,3610863218.977718,5672756012.137714,1612080571727,2021-01-31 08:09:31.727
0.027912187349678257,3565184130.4081025,5513892122.546169,1612084221769,2021-01-31 09:10:21.769
0.027716614248953865,3560296152.82629,5253230595.377267,1612087577975,2021-01-31 10:06:17.975
0.02820240261208512,3573072709.581855,5069873845.211206,1612091011257,2021-01-31 11:03:31.257
0.028206208977149816,3611309236.6768045,4950027828.599219,1612094624349,2021-01-31 12:03:44.349
0.030174856073869237,3848307199.3011527,5294383490.906842,1612100291569,2021-01-31 13:38:11.569
0.028994583392387648,3752646953.4178576,5138425394.279959,1612101953839,2021-01-31 14:05:53.839
0.029253932199316855,3749718031.010254,5115117587.784193,1612105490343,2021-01-31 15:04:50.343
0.028250657769142026,3583140240.276557,5017816038.348371,1612108825872,2021-01-31 16:00:25.872
0.02979136947153343,3818605803.6500816,5006576715.3303585,1612112659695,2021-01-31 17:04:19.695
0.032683868327315097,4189361264.4990115,5313955803.796749,1612116273930,2021-01-31 18:04:33.930
0.04433779564999158,4828135118.503317,7345187525.398352,1612119795574,2021-01-31 19:03:15.574
0.04016863557960063,5120898924.5519,7662059197.453588,1612123681970,2021-01-31 20:08:01.970
0.0429112474862034,5479153946.981857,8574469577.776031,1612127229490,2021-01-31 21:07:09.490
0.03904277608326834,5115006888.220245,8114720553.51726,1612130517243,2021-01-31 22:01:57.243
0.037853898402699766,4740963885.080863,7890934597.830592,1612134178002,2021-01-31 23:02:58.002
0.03798879183692234,4920829028.995096,7755101291.8493595,1612137829346,2021-02-01 00:03:49.346
0.0371371249455239,4814290097.863725,7666749366.042337,1612142383672,2021-02-01 01:19:43.672
0.038664579210803574,4953133236.848051,7935897768.749128,1612145275251,2021-02-01 02:07:55.251
0.03719147048598901,4767137851.107597,7660787753.476543,1612148537158,2021-02-01 03:02:17.158
0.037439910159559824,4798982415.361716,7658573971.397074,1612152518853,2021-02-01 04:08:38.853
0.04042275631695884,5059334710.961744,8259962968.126982,1612156455271,2021-02-01 05:14:15.271
0.040997212520228817,5172276084.441789,8476354690.646489,1612159898807,2021-02-01 06:11:38.807
0.03926531621526664,4964604149.99627,8406991533.445612,1612163832049,2021-02-01 07:17:12.049
0.038824622283619256,4978725759.199241,8385799337.641495,1612166916427,2021-02-01 08:08:36.427
0.03827282436460144,4932101594.495357,8409215278.474385,1612170777590,2021-02-01 09:12:57.590
0.03942460137568699,5053924569.639509,8574410749.95018,1612173859684,2021-02-01 10:04:19.684
0.038934908298337095,4984088525.716399,8590531051.830276,1612177682475,2021-02-01 11:08:02.475
0.03955907473687807,5071162999.461776,8775421866.148125,1612180926258,2021-02-01 12:02:06.258
0.04178719915436378,5420692247.503146,9025068825.58207,1612186416254,2021-02-01 13:33:36.254
0.039350930385316105,5065737319.859158,8709364640.811857,1612188418484,2021-02-01 14:06:58.484
0.03993379115342393,5119198704.025583,8881386558.207693,1612192300331,2021-02-01 15:11:40.331
0.03987624065251002,5049143838.670137,8858735624.584017,1612195588179,2021-02-01 16:06:28.179
0.04007075726712541,5136756685.161465,8704353462.974554,1612199355547,2021-02-01 17:09:15.547
0.03920922419584907,5026314905.040749,8436589217.722936,1612202714752,2021-02-01 18:05:14.752
0.03600801055039179,4704117867.45027,7366936677.4702635,1612206099617,2021-02-01 19:01:39.617
0.0369934441541265,4742269288.775252,6543467825.459626,1612209733253,2021-02-01 20:02:13.253
0.036982379910365515,4708027543.532955,5749458394.120921,1612213818168,2021-02-01 21:10:18.168
0.03663078113334209,4705039477.9077835,5449475445.87169,1612217039348,2021-02-01 22:03:59.348
0.03433622776659891,4401634996.501691,4792593550.760937,1612220641085,2021-02-01 23:04:01.085
0.03458624009599537,4433684615.525329,4656523408.6088085,1612224220791,2021-02-02 00:03:40.791
0.030493648585242387,3909046494.454862,4309449508.067646,1612228509519,2021-02-02 01:15:09.519
0.03272250573494831,4194768493.3604035,4692505539.949057,1612231471791,2021-02-02 02:04:31.791
0.031765613312264074,4062800120.6668653,4527602538.947292,1612235211971,2021-02-02 03:06:51.971
0.03263672400519214,4184466212.2196155,4530071919.382511,1612238993977,2021-02-02 04:09:53.977
0.03279948105059439,4204636124.875364,4361528393.815388,1612242688236,2021-02-02 05:11:28.236
0.03348427597432302,4292421461.1738014,4291939601.833923,1612245811335,2021-02-02 06:03:31.335
0.03427535598221601,4394309862.64131,4163428089.9658723,1612249426917,2021-02-02 07:03:46.917
0.03351019312031583,4293022288.9304967,4000920745.662438,1612253048558,2021-02-02 08:04:08.558
0.03299726555765538,4230450868.415013,3930231050.6353135,1612256550139,2021-02-02 09:02:30.139
0.032989639088717174,4225433170.5356464,3874122533.118143,1612260497184,2021-02-02 10:08:17.184
0.033602100602940575,4307324673.162417,3811819874.4954123,1612264123529,2021-02-02 11:08:43.529
0.03307709090397087,4240684965.0874124,3668737057.83951,1612267297476,2021-02-02 12:01:37.476
0.033102401865735286,4241696006.9669113,3545246840.834263,1612271088909,2021-02-02 13:04:48.909
0.03278647288070291,4204723207.0993633,3188231771.293463,1612274855612,2021-02-02 14:07:35.612
0.031541493857021534,3992471626.2217674,3030626957.3339906,1612278211640,2021-02-02 15:03:31.640
0.030746445268372852,3950713467.240554,2954904073.853413,1612281984085,2021-02-02 16:06:24.085
0.0313488717173926,4019116715.866976,2972665994.126229,1612285508169,2021-02-02 17:05:08.169
0.031187067757163164,4028291132.7169414,2853749562.617868,1612289488164,2021-02-02 18:11:28.164
0.030833994400747033,3953106300.927453,2687515169.6480026,1612292649050,2021-02-02 19:04:09.050
0.03128770473085673,3995338643.891122,2638726668.2332315,1612296415917,2021-02-02 20:06:55.917
0.030999311724169663,3977998247.8114967,2571570351.2545633,1612299854705,2021-02-02 21:04:14.705
0.030734530803458948,3940354460.6033564,2494999483.3115854,1612303924027,2021-02-02 22:12:04.027
0.032205636171577554,4128959148.8073907,2511110981.865363,1612307494857,2021-02-02 23:11:34.857
0.03144668999349312,4054295191.8342094,2417343183.829606,1612311191722,2021-02-03 00:13:11.722
0.0329617773878604,4153530031.7959065,2356293147.4378095,1612314268050,2021-02-03 01:04:28.050
0.03274624399832532,4198268372.2077665,2215636711.7209325,1612318345839,2021-02-03 02:12:25.839
0.032824441594133016,4208293781.3288536,2182070044.684575,1612321877260,2021-02-03 03:11:17.260
0.033111467607235816,4228645481.019878,2161349441.6508183,1612325309874,2021-02-03 04:08:29.874
0.032705248181624666,4182487970.9050474,2097599486.3809967,1612328993873,2021-02-03 05:09:53.873
0.03246659643140518,4162415847.0868483,2049894451.1016078,1612332287006,2021-02-03 06:04:47.006
0.03235895330482058,4149066681.845571,2012943572.228952,1612335759885,2021-02-03 07:02:39.885
0.03236161732437956,4179897178.6673956,1959806453.569227,1612339794819,2021-02-03 08:09:54.819
0.032205174483588894,4125252721.6481485,1888465967.9389904,1612343491701,2021-02-03 09:11:31.701
0.03273972756390561,4192797430.1354113,1883601498.6848595,1612346784750,2021-02-03 10:06:24.750
0.03274120729496568,4203353079.5963845,1836516175.311645,1612350662615,2021-02-03 11:11:02.615
0.03217557548214767,4124635384.5166507,1780269419.9667404,1612354053087,2021-02-03 12:07:33.087
0.03164982950973632,4043309600.287426,1777551397.3501315,1612357657105,2021-02-03 13:07:37.105
0.03176144923329088,4059688772.236797,1780030357.251986,1612361338029,2021-02-03 14:08:58.029
0.03171217872995526,4057915046.9771137,1691129550.0178046,1612364470544,2021-02-03 15:01:10.544
0.03166596512680904,4060211701.487717,1609632019.0883477,1612368119114,2021-02-03 16:01:59.114
0.0318022297989014,4077683564.856264,1576930722.3695881,1612371874629,2021-02-03 17:04:34.629
0.03214688535725104,4123431669.8173094,1616690070.930658,1612375675181,2021-02-03 18:07:55.181
0.032411877573333366,4166574358.737327,1607914115.7780914,1612379686740,2021-02-03 19:14:46.740
0.03260854036758081,4177178354.086225,1594830949.3997803,1612383272261,2021-02-03 20:14:32.261
0.03457372776396409,4420218277.43025,1828724785.9674206,1612386288655,2021-02-03 21:04:48.655
0.037085856149185685,4800218491.419908,2478428734.8278723,1612389920891,2021-02-03 22:05:20.891
0.036266427596595076,4663733607.670395,2580188754.1194363,1612394169958,2021-02-03 23:16:09.958
0.03684086397198098,4790863866.93706,2696503774.1314993,1612397572019,2021-02-04 00:12:52.019
0.036345419230412866,4737058957.110928,2703957374.173633,1612400786065,2021-02-04 01:06:26.065
0.036937289239059146,4740584738.546405,2725621190.689798,1612404726099,2021-02-04 02:12:06.099
0.03892505643889743,4987982965.158054,2932342304.310751,1612407885473,2021-02-04 03:04:45.473
0.0384870500654022,4934811568.367202,3021605941.21413,1612412230448,2021-02-04 04:17:10.448
0.04075592787774004,5201702184.292046,3363478517.066167,1612415566535,2021-02-04 05:12:46.535
0.03999115117861234,5160447867.585578,3654975544.6325235,1612418872094,2021-02-04 06:07:52.094
0.040038435597358764,5134284659.095311,3768240696.0155754,1612422431025,2021-02-04 07:07:11.025
0.05506816357087359,6646751936.932571,5855038194.141225,1612426490312,2021-02-04 08:14:50.312
0.04768908354436131,6390781755.54616,7003731029.69734,1612429863539,2021-02-04 09:11:03.539
0.047996623058211355,6323419534.846227,7726883142.333324,1612433617066,2021-02-04 10:13:37.066
0.051666342367793425,6840954669.835634,8730994324.829906,1612436957258,2021-02-04 11:09:17.258
0.05172509461747597,6749305263.159602,9409502033.171875,1612440867832,2021-02-04 12:14:27.832
0.04971718668580956,6221081474.272399,9615562070.29919,1612443985957,2021-02-04 13:06:25.957
0.05158879606136563,6552165927.550272,10247221907.739132,1612447590985,2021-02-04 14:06:30.985
0.05015756129593056,6411355432.804526,10421610156.607407,1612450916551,2021-02-04 15:01:56.551
0.04654344576916247,6152927672.13011,10298829853.415403,1612454626532,2021-02-04 16:03:46.532
0.04602364133101647,5579162712.149504,10639070451.2418,1612458063156,2021-02-04 17:01:03.156
0.0471449470345624,5989225072.852133,11054053256.656355,1612461656860,2021-02-04 18:00:56.860
0.048402408670787246,6291687423.933345,11488305503.459726,1612465590370,2021-02-04 19:06:30.370
0.04892841869845719,6178376130.771941,11681076600.49145,1612469812026,2021-02-04 20:16:52.026
0.048101708302922735,6224240938.050718,11444683629.24646,1612472812814,2021-02-04 21:06:52.814
0.049851918318792876,6392705799.612597,11223489550.774683,1612476279224,2021-02-04 22:04:39.224
0.051138248438196206,6557656924.701522,11321028905.916409,1612479894725,2021-02-04 23:04:54.725
0.05082827507245664,6863056954.235173,11628779903.853678,1612483905644,2021-02-05 00:11:45.644
0.051937381447840714,6562543452.755302,12016418865.259075,1612488420031,2021-02-05 01:27:00.031
0.05244474504219571,6762967369.318412,12214770090.05887,1612490993884,2021-02-05 02:09:53.884
0.047770218135164556,5942520360.483015,11997450238.225082,1612494297997,2021-02-05 03:04:57.997
0.0466688321768197,5984526256.54399,11937467336.655624,1612498033937,2021-02-05 04:07:13.937
0.04491553715528261,5775425561.924959,11666212457.004465,1612501604290,2021-02-05 05:06:44.290
0.046714950406670425,5990440176.918112,11675915066.360683,1612504971124,2021-02-05 06:02:51.124
0.04599193391163985,5882652735.609748,11468858151.301884,1612508495637,2021-02-05 07:01:35.637
0.04588708697323793,5947346969.689646,10530971395.290691,1612512860983,2021-02-05 08:14:20.983
0.04562977320435454,5850896914.982571,9053741243.348093,1612515936626,2021-02-05 09:05:36.626
0.044724139518547874,5766136115.313767,8444161647.500139,1612519673219,2021-02-05 10:07:53.219
0.043692408179965586,5615323168.638805,7845179253.8896265,1612523052989,2021-02-05 11:04:12.989
0.04558777308620873,5835568542.425034,7540251029.09755,1612527400674,2021-02-05 12:16:40.674
0.045345969572191606,5761105474.859102,7156978745.64606,1612530111089,2021-02-05 13:01:51.089
0.046193226266381796,5874536159.95154,6935051891.395514,1612534442101,2021-02-05 14:14:02.101
0.04591217964682191,5958519347.74786,6766375232.214504,1612537435376,2021-02-05 15:03:55.376
0.04564856723692922,5906926782.054943,6342282092.1993885,1612541568863,2021-02-05 16:12:48.863
0.04599212804334572,5944608382.344822,6082131206.786039,1612544782940,2021-02-05 17:06:22.940
0.0455176808661372,5874645499.831396,5820313400.531873,1612548299888,2021-02-05 18:04:59.888
0.04545024840053973,5855754534.260562,5623074843.802954,1612552283531,2021-02-05 19:11:23.531
0.04571861269211543,5818296415.235049,5577053271.927499,1612555520883,2021-02-05 20:05:20.883
0.04619622706778684,5849918960.68829,5524439531.1652355,1612559438549,2021-02-05 21:10:38.549
0.046570075066413655,5933963722.4380865,5397299600.1662,1612563322619,2021-02-05 22:15:22.619
0.04738989225725695,6056536576.153346,5438027376.462929,1612566333583,2021-02-05 23:05:33.583
0.046839261011845754,6033220883.170296,4992691456.266611,1612570411479,2021-02-06 00:13:31.479
0.0459659731675433,5910301108.369786,4691661997.408332,1612573903625,2021-02-06 01:11:43.625
0.04532014606965139,5848173957.191456,4489778489.283308,1612577156559,2021-02-06 02:05:56.559
0.046010741271330265,5922940655.376392,3946511798.9820333,1612580592362,2021-02-06 03:03:12.362
0.04753295510585809,5928336936.134282,3830163641.215456,1612584874942,2021-02-06 04:14:34.942
